s3 uri,guest_name,job_name,language_code,vocab_name,categories,channel_identification,max_speakers,show_pii,show_transcript
s3://pse-audio-files/EFRL-1992-08-01-1.mp3,unknown,EFRL-1992-08-01-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-08-08-1.mp3,unknown,EFRL-1992-08-08-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-08-15-1.mp3,unknown,EFRL-1992-08-15-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-08-22-1.mp3,unknown,EFRL-1992-08-22-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-08-29-1.mp3,unknown,EFRL-1992-08-29-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-09-05-1.mp3,unknown,EFRL-1992-09-05-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-09-12-1.mp3,unknown,EFRL-1992-09-12-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-09-19-1.mp3,unknown,EFRL-1992-09-19-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-09-26-1.mp3,unknown,EFRL-1992-09-26-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-10-03-1.mp3,unknown,EFRL-1992-10-03-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-10-10-1.mp3,unknown,EFRL-1992-10-10-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-10-17-1.mp3,unknown,EFRL-1992-10-17-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-10-24-1.mp3,unknown,EFRL-1992-10-24-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-10-31-1.mp3,unknown,EFRL-1992-10-31-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-11-07-1.mp3,unknown,EFRL-1992-11-07-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-11-14-1.mp3,unknown,EFRL-1992-11-14-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-11-21-1.mp3,unknown,EFRL-1992-11-21-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-11-28-1.mp3,unknown,EFRL-1992-11-28-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-12-05-1.mp3,unknown,EFRL-1992-12-05-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-12-12-1.mp3,unknown,EFRL-1992-12-12-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-12-19-1.mp3,unknown,EFRL-1992-12-19-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1992-12-26-1.mp3,unknown,EFRL-1992-12-26-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-01-02-1.mp3,unknown,EFRL-1993-01-02-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-01-09-1.mp3,unknown,EFRL-1993-01-09-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-01-16-1.mp3,unknown,EFRL-1993-01-16-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-01-23-1.mp3,unknown,EFRL-1993-01-23-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-01-30-1.mp3,unknown,EFRL-1993-01-30-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-02-06-1.mp3,unknown,EFRL-1993-02-06-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-02-13-1.mp3,unknown,EFRL-1993-02-13-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-02-20-1.mp3,unknown,EFRL-1993-02-20-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-02-27-1.mp3,unknown,EFRL-1993-02-27-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-03-06-1.mp3,unknown,EFRL-1993-03-06-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-03-13-1.mp3,unknown,EFRL-1993-03-13-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-03-20-1.mp3,unknown,EFRL-1993-03-20-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-03-27-1.mp3,unknown,EFRL-1993-03-27-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-04-03-1.mp3,unknown,EFRL-1993-04-03-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-04-10-1.mp3,unknown,EFRL-1993-04-10-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-04-17-1.mp3,unknown,EFRL-1993-04-17-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-04-24-1.mp3,unknown,EFRL-1993-04-24-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-05-01-1.mp3,unknown,EFRL-1993-05-01-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-05-08-1.mp3,unknown,EFRL-1993-05-08-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-05-15-1.mp3,unknown,EFRL-1993-05-15-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-05-22-1.mp3,unknown,EFRL-1993-05-22-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-05-29-1.mp3,unknown,EFRL-1993-05-29-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-06-05-1.mp3,unknown,EFRL-1993-06-05-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-06-12-1.mp3,unknown,EFRL-1993-06-12-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-06-19-1.mp3,unknown,EFRL-1993-06-19-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-06-26-1.mp3,unknown,EFRL-1993-06-26-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-07-03-1.mp3,unknown,EFRL-1993-07-03-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-07-10-1.mp3,unknown,EFRL-1993-07-10-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-07-17-1.mp3,unknown,EFRL-1993-07-17-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-07-24-1.mp3,unknown,EFRL-1993-07-24-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-07-31-1.mp3,unknown,EFRL-1993-07-31-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-08-07-1.mp3,unknown,EFRL-1993-08-07-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-08-14-1.mp3,unknown,EFRL-1993-08-14-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-08-21-1.mp3,unknown,EFRL-1993-08-21-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-08-28-1.mp3,unknown,EFRL-1993-08-28-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-09-04-1.mp3,unknown,EFRL-1993-09-04-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-09-11-1.mp3,unknown,EFRL-1993-09-11-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-09-18-1.mp3,unknown,EFRL-1993-09-18-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-09-25-1.mp3,unknown,EFRL-1993-09-25-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-10-02-1.mp3,unknown,EFRL-1993-10-02-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-10-09-1.mp3,unknown,EFRL-1993-10-09-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-10-16-1.mp3,unknown,EFRL-1993-10-16-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-10-23-1.mp3,unknown,EFRL-1993-10-23-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-10-30-1.mp3,unknown,EFRL-1993-10-30-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-11-06-1.mp3,unknown,EFRL-1993-11-06-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-11-13-1.mp3,unknown,EFRL-1993-11-13-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-11-20-1.mp3,unknown,EFRL-1993-11-20-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-11-27-1.mp3,unknown,EFRL-1993-11-27-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-12-04-1.mp3,unknown,EFRL-1993-12-04-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-12-11-1.mp3,unknown,EFRL-1993-12-11-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-12-18-1.mp3,unknown,EFRL-1993-12-18-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
s3://pse-audio-files/EFRL-1993-12-25-1.mp3,unknown,EFRL-1993-12-25-1,en-US,EFLive-vocab,test-categories,FALSE,10,FALSE,FALSE
